Old_SampleID	dataset	genus_sp	subspecies	common_name	uniqueid	site	site_code	country	country_zoo	captivity_status	captivity_status_ext	amplicon	sample	Description	X.SampleID
a114	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a114	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a114	wild_gorilla	wd.gor.CP.a114.16s
a115	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a115	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a115	wild_gorilla	wd.gor.CP.a115.16s
a116	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a116	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a116	wild_gorilla	wd.gor.CP.a116.16s
a117	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a117	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a117	wild_gorilla	wd.gor.CP.a117.16s
a118	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a118	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a118	wild_gorilla	wd.gor.CP.a118.16s
a119	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a119	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a119	wild_gorilla	wd.gor.CP.a119.16s
a12	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a12	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a12	wild_gorilla	wd.gor.CP.a12.16s
a120	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a120	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a120	wild_gorilla	wd.gor.CP.a120.16s
a121	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a121	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a121	wild_gorilla	wd.gor.CP.a121.16s
a13	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a13	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a13	wild_gorilla	wd.gor.CP.a13.16s
a14	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a14	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a14	wild_gorilla	wd.gor.CP.a14.16s
a15	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a15	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a15	wild_gorilla	wd.gor.CP.a15.16s
a16	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a16	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a16	wild_gorilla	wd.gor.CP.a16.16s
a17	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a17	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a17	wild_gorilla	wd.gor.CP.a17.16s
a18	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a18	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a18	wild_gorilla	wd.gor.CP.a18.16s
a19	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a19	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a19	wild_gorilla	wd.gor.CP.a19.16s
a20	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a20	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a20	wild_gorilla	wd.gor.CP.a20.16s
a21	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a21	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a21	wild_gorilla	wd.gor.CP.a21.16s
a22	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a22	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a22	wild_gorilla	wd.gor.CP.a22.16s
a23	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a23	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a23	wild_gorilla	wd.gor.CP.a23.16s
a24	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a24	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a24	wild_gorilla	wd.gor.CP.a24.16s
a25	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a25	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a25	wild_gorilla	wd.gor.CP.a25.16s
a26	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a26	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a26	wild_gorilla	wd.gor.CP.a26.16s
a27	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a27	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a27	wild_gorilla	wd.gor.CP.a27.16s
a28	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a28	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a28	wild_gorilla	wd.gor.CP.a28.16s
a29	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a29	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a29	wild_gorilla	wd.gor.CP.a29.16s
a3	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a3	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a3	wild_gorilla	wd.gor.CP.a3.16s
a30	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a30	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a30	wild_gorilla	wd.gor.CP.a30.16s
a31	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a31	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a31	wild_gorilla	wd.gor.CP.a31.16s
a32	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a32	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a32	wild_gorilla	wd.gor.CP.a32.16s
a34	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a34	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a34	wild_gorilla	wd.gor.CP.a34.16s
a35	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a35	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a35	wild_gorilla	wd.gor.CP.a35.16s
a36	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a36	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a36	wild_gorilla	wd.gor.CP.a36.16s
a37	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a37	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a37	wild_gorilla	wd.gor.CP.a37.16s
a38	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a38	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a38	wild_gorilla	wd.gor.CP.a38.16s
a39	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a39	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a39	wild_gorilla	wd.gor.CP.a39.16s
a4	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a4	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a4	wild_gorilla	wd.gor.CP.a4.16s
a40	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a40	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a40	wild_gorilla	wd.gor.CP.a40.16s
a41	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a41	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a41	wild_gorilla	wd.gor.CP.a41.16s
a42	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a42	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a42	wild_gorilla	wd.gor.CP.a42.16s
a43	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a43	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a43	wild_gorilla	wd.gor.CP.a43.16s
a44	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a44	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a44	wild_gorilla	wd.gor.CP.a44.16s
a45	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a45	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a45	wild_gorilla	wd.gor.CP.a45.16s
a46	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a46	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a46	wild_gorilla	wd.gor.CP.a46.16s
a47	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a47	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a47	wild_gorilla	wd.gor.CP.a47.16s
a48	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a48	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a48	wild_gorilla	wd.gor.CP.a48.16s
a49	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a49	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a49	wild_gorilla	wd.gor.CP.a49.16s
a5	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a5	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a5	wild_gorilla	wd.gor.CP.a5.16s
a50	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a50	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a50	wild_gorilla	wd.gor.CP.a50.16s
a51	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a51	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a51	wild_gorilla	wd.gor.CP.a51.16s
a52	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a52	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a52	wild_gorilla	wd.gor.CP.a52.16s
a53	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a53	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a53	wild_gorilla	wd.gor.CP.a53.16s
a54	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a54	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a54	wild_gorilla	wd.gor.CP.a54.16s
a56	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a56	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a56	wild_gorilla	wd.gor.CP.a56.16s
a57	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a57	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a57	wild_gorilla	wd.gor.CP.a57.16s
a58	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a58	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a58	wild_gorilla	wd.gor.CP.a58.16s
a60	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a60	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a60	wild_gorilla	wd.gor.CP.a60.16s
a61	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a61	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a61	wild_gorilla	wd.gor.CP.a61.16s
a62	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a62	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a62	wild_gorilla	wd.gor.CP.a62.16s
a63	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a63	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a63	wild_gorilla	wd.gor.CP.a63.16s
a64	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a64	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a64	wild_gorilla	wd.gor.CP.a64.16s
a65	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a65	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a65	wild_gorilla	wd.gor.CP.a65.16s
a66	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a66	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a66	wild_gorilla	wd.gor.CP.a66.16s
a67	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a67	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a67	wild_gorilla	wd.gor.CP.a67.16s
a68	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a68	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a68	wild_gorilla	wd.gor.CP.a68.16s
a69	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a69	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a69	wild_gorilla	wd.gor.CP.a69.16s
a7	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a7	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a7	wild_gorilla	wd.gor.CP.a7.16s
a70	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a70	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a70	wild_gorilla	wd.gor.CP.a70.16s
a71	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a71	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a71	wild_gorilla	wd.gor.CP.a71.16s
a72	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a72	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a72	wild_gorilla	wd.gor.CP.a72.16s
a73	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a73	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a73	wild_gorilla	wd.gor.CP.a73.16s
a74	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a74	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a74	wild_gorilla	wd.gor.CP.a74.16s
a75	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a75	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a75	wild_gorilla	wd.gor.CP.a75.16s
a76	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a76	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a76	wild_gorilla	wd.gor.CP.a76.16s
a77	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a77	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a77	wild_gorilla	wd.gor.CP.a77.16s
a78	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a78	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a78	wild_gorilla	wd.gor.CP.a78.16s
a79	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a79	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a79	wild_gorilla	wd.gor.CP.a79.16s
a8	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a8	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a8	wild_gorilla	wd.gor.CP.a8.16s
a80	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a80	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a80	wild_gorilla	wd.gor.CP.a80.16s
a81	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a81	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a81	wild_gorilla	wd.gor.CP.a81.16s
a82	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a82	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a82	wild_gorilla	wd.gor.CP.a82.16s
a84	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a84	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a84	wild_gorilla	wd.gor.CP.a84.16s
a85	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a85	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a85	wild_gorilla	wd.gor.CP.a85.16s
a86	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a86	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a86	wild_gorilla	wd.gor.CP.a86.16s
a87	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a87	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a87	wild_gorilla	wd.gor.CP.a87.16s
a88	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a88	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a88	wild_gorilla	wd.gor.CP.a88.16s
a89	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a89	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a89	wild_gorilla	wd.gor.CP.a89.16s
a9	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a9	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a9	wild_gorilla	wd.gor.CP.a9.16s
a90	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a90	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a90	wild_gorilla	wd.gor.CP.a90.16s
a91	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a91	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a91	wild_gorilla	wd.gor.CP.a91.16s
a92	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a92	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a92	wild_gorilla	wd.gor.CP.a92.16s
a93	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a93	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a93	wild_gorilla	wd.gor.CP.a93.16s
a94	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a94	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a94	wild_gorilla	wd.gor.CP.a94.16s
a95	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a95	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a95	wild_gorilla	wd.gor.CP.a95.16s
a98	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a98	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a98	wild_gorilla	wd.gor.CP.a98.16s
a99	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a99	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a99	wild_gorilla	wd.gor.CP.a99.16s
a132	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a132	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a132	wild_gorilla	wd.gor.DJ.a132.16s
a133	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a133	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a133	wild_gorilla	wd.gor.DJ.a133.16s
a134	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a134	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a134	wild_gorilla	wd.gor.DJ.a134.16s
a135	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a135	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a135	wild_gorilla	wd.gor.DJ.a135.16s
a136	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a136	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a136	wild_gorilla	wd.gor.DJ.a136.16s
a137	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a137	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a137	wild_gorilla	wd.gor.DJ.a137.16s
a138	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a138	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a138	wild_gorilla	wd.gor.DJ.a138.16s
a139	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a139	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a139	wild_gorilla	wd.gor.DJ.a139.16s
a140	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a140	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a140	wild_gorilla	wd.gor.DJ.a140.16s
a141	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a141	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a141	wild_gorilla	wd.gor.DJ.a141.16s
a142	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a142	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a142	wild_gorilla	wd.gor.DJ.a142.16s
a143	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a143	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a143	wild_gorilla	wd.gor.DJ.a143.16s
a144	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a144	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a144	wild_gorilla	wd.gor.DJ.a144.16s
a145	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a145	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a145	wild_gorilla	wd.gor.DJ.a145.16s
a146	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a146	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a146	wild_gorilla	wd.gor.DJ.a146.16s
a147	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a147	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a147	wild_gorilla	wd.gor.DJ.a147.16s
a148	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a148	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a148	wild_gorilla	wd.gor.DJ.a148.16s
a149	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a149	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a149	wild_gorilla	wd.gor.DJ.a149.16s
a150	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a150	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a150	wild_gorilla	wd.gor.DJ.a150.16s
a151	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a151	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a151	wild_gorilla	wd.gor.DJ.a151.16s
a152	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a152	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a152	wild_gorilla	wd.gor.DJ.a152.16s
