SampleID	dataset	Description_country_zoo	captivity_status	Description	Observed	Chao1	se.chao1	ACE	se.ACE	Shannon	Simpson	InvSimpson	PD	SR
wd.chi.GM.102.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	304	321.222222222222	8.20695488223995	319.449645275345	8.7525110124049	4.64523247510195	0.977210757891757	43.8803535128664	29.759831384	304
wd.chi.GM.103.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	280	294.032258064516	6.88063543657413	296.215574620682	8.43741732385887	4.29159696162631	0.963165466020215	27.1484363165501	30.60274682	280
wd.chi.GM.104.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	231	240.714285714286	6.2912505156385	237.880403768109	7.59842918851847	3.77848446612941	0.9116327295868	11.3164070285758	26.638005675	231
wd.chi.GM.105.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	249	268.84	9.26017161347142	268.022891638276	7.96336112993389	4.39665207675055	0.972720942748791	36.6581583370396	29.614576623	249
wd.chi.GM.106.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	315	348.157894736842	14.6161894286407	334.561744663252	9.01581086920453	4.64088391332631	0.977354242939845	44.158382400007	30.043286036	315
wd.chi.GM.107.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	264	276.833333333333	7.2701940298746	273.302948509098	8.11257156892092	4.29852065438169	0.961193807514153	25.7690831267381	28.840730163	264
wd.chi.GM.108.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	255	271.666666666667	8.80609721986812	266.218549767496	8.00687583744452	4.19781756477894	0.959172189364998	24.4931086053066	29.328374908	255
wd.chi.GM.109.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	231	243	6.56041137502122	243.539664585308	7.72475495517314	4.19882763028621	0.965926848280427	29.3486205276856	28.712749995	231
wd.chi.GM.11.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	252	255.75	2.87337856494861	258.710000980626	7.84122696153782	4.60619647970025	0.982606538343192	57.4928682818347	29.027584503	252
wd.chi.GM.110.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	225	229.8	3.44005744886958	233.983523454953	7.52322548225506	3.87944436691993	0.921956445040183	12.8133578809279	28.377274367	225
wd.chi.GM.111.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	291	301.5	6.02426512656035	300.695568042093	8.53314787510147	4.7475025012489	0.984722813733453	65.4570797627666	28.502998737	291
wd.chi.GM.112.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	306	324.125	8.7499974264643	321.68862342263	8.84748182601811	4.8140620652196	0.985930820429475	71.0773499611168	29.700342951	306
