SampleID	dataset	Description_country_zoo	captivity_status	Description	Observed	Chao1	se.chao1	ACE	se.ACE	Shannon	Simpson	InvSimpson	PD	SR
wd.chi.GM.113.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	242	258.666666666667	8.80606964062605	254.516364224987	7.78035972199131	4.48836650299779	0.981706152788185	54.6631874871105	27.853885433	242
wd.chi.GM.114.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	110	127.272727272727	10.2338875248948	123.054987429387	5.38592470698095	2.30666529083071	0.802505102793753	5.06342196252131	18.72872152	110
wd.chi.GM.115.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	284	313.176470588235	13.6437300909397	300.659301930277	8.40183996078722	4.5308012441736	0.976633005198821	42.7954047368363	31.066646038	284
wd.chi.GM.116.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	277	287.483870967742	5.61298926266124	290.168156389822	8.4110644860806	4.24842263615956	0.957326482375684	23.4337372607449	31.158181838	277
wd.chi.GM.117.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	213	233.307692307692	9.33344357491747	234.122208499776	7.50948566053906	3.57068231284864	0.916092461717331	11.9178803295502	28.012237241	213
wd.chi.GM.118.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	227	236.230769230769	6.1659632569402	233.449576645418	7.37150097044363	3.9654409385009	0.924746004062537	13.2883309057902	28.423117395	227
wd.chi.GM.119.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	306	323.53125	8.00588778223136	323.388919915013	8.84447020993541	4.61690500922435	0.980279642152341	50.709018960257	31.534198801	306
wd.chi.GM.12.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	246	253.916666666667	4.86006059095689	256.232324371043	7.8518086094696	4.40562046008935	0.970419026379486	33.8055133961685	28.991689239	246
wd.chi.GM.120.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	220	243.25	11.0002573357618	240.778830666432	7.73261567222067	3.98146270153458	0.954635174670509	22.0435104232597	26.706556593	220
wd.chi.GM.121.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	265	282.222222222222	8.20691638630731	280.039564255319	8.1438594618041	3.9706999704346	0.944811988916425	18.1198774945094	29.330452277	265
wd.chi.GM.122.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	256	266.5	6.14783401202404	265.785925004446	8.04813654901733	4.3211134356062	0.960722705553749	25.4600021233247	29.562533827	256
wd.chi.GM.123.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	208	220.363636363636	7.95175000719818	215.805498482567	7.17928303300154	4.2119308914736	0.96997020371938	33.3002592044012	27.723314742	208
wd.chi.GM.124.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	264	276.157894736842	6.90602076194533	273.369913859514	8.07160134428804	4.52026033910337	0.978956287456825	47.5201321035125	27.814352367	264
wd.chi.GM.125.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	251	261	5.46751114867812	264.588992772837	8.06264252287771	4.3029295302567	0.973617118667734	37.9033657243883	28.454889004	251
wd.chi.GM.126.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	161	176.545454545455	9.44615384603565	172.810667581161	6.41133974119463	3.54609784645	0.911004163409494	11.2364806974204	22.441315595	161
wd.chi.GM.127.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	279	300	10.4633275911555	295.77677514914	8.39783729296227	4.80659094825355	0.98583934027219	70.618178758729	30.703534911	279
wd.chi.GM.128.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	303	316.04347826087	6.96291780160016	315.446493476928	8.59187274631805	4.87808199939429	0.986111477358274	72.0018986753594	31.191910678	303
wd.chi.GM.129.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	300	308.260869565217	5.04708295233526	308.782344957259	8.50773962514893	4.86160865690769	0.986072339656948	71.7995682956804	31.291695194	300
wd.chi.GM.13.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	266	279.571428571429	8.03607947860996	275.120737880655	7.97633783221595	4.77826330476863	0.985938147579038	71.1143859332019	28.422337294	266
wd.chi.GM.130.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	305	336.315789473684	13.9854376697058	324.251173040248	8.86502043516459	4.69405414951332	0.981858374816782	55.1218531912472	29.68860542	305
wd.chi.GM.131.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	342	347.5	4.51071147221938	344.801382900036	8.81750651941128	5.13439538888033	0.987991794704468	83.2763910500528	35.159786106	342
wd.chi.GM.132.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	282	303.368421052632	10.4581978430659	295.573357178065	8.4681603150804	4.45628484424838	0.976801072932977	43.1054417780167	30.120904942	282
wd.chi.GM.133.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	271	284.04347826087	6.96288622957489	284.206369002776	8.28204935528539	4.42582949509246	0.963362008368121	27.2940725039605	29.935980596	271
wd.chi.GM.134.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	246	264.59375	8.3509086853544	269.130320953665	8.07038116404705	3.90623198131547	0.937277097784762	15.9431398210567	28.483631887	246
wd.chi.GM.135.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	290	319.526315789474	13.3668860623099	309.092903390291	8.56632886250942	4.64339882481366	0.980589824817187	51.5193701541367	30.15355272	290
wd.chi.GM.136.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	284	304.666666666667	9.63528875754836	301.018062305502	8.476159754575	4.4582282851547	0.97469442807805	39.5169887123795	27.893148763	284
wd.chi.GM.137.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	251	256.454545454545	3.83224884716128	257.782497266665	7.85298566859067	4.44604073125663	0.975576585114632	40.9443153094484	29.47054072	251
wd.chi.GM.138.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	233	243.615384615385	5.86397338941922	245.049302470137	7.68691754596904	3.96338426392077	0.941679284984578	17.1465661855408	26.769832989	233
wd.chi.GM.139.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	191	211.3	9.9372064262059	207.320829782633	6.9400867259437	3.11739289794199	0.852391931096677	6.77469739581077	24.721126149	191
wd.chi.GM.14.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	352	366.04	7.20717379885591	363.389411168199	9.38699982414319	4.97961577071449	0.986577555554885	74.5020777764463	33.714971548	352
wd.chi.GM.140.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	308	325.027027027027	7.60186881781399	328.745726051643	8.88257330932904	4.68982108793063	0.982021756352301	55.6227860516282	29.361204584	308
wd.chi.GM.141.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	264	289.567567567568	10.1769014886894	294.865880493202	8.47923750905718	4.03338230215504	0.961359492435443	25.8795772371594	30.721102008	264
wd.chi.GM.142.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	299	317.139534883721	7.70484482249198	322.237615130195	8.74534745584389	4.27594670237601	0.966460042372767	29.8151837612353	28.463357169	299
wd.chi.GM.143.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	285	306.136363636364	10.0046506568793	302.005338090624	8.53889024245438	4.47089696398505	0.968073166969575	31.3216158660975	31.096632078	285
wd.chi.GM.144.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	272	296	10.9998787197357	289.022661263113	8.26718821287457	4.01214384244202	0.947802895625966	19.1581508589863	27.745464983	272
wd.chi.GM.145.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	283	326.555555555556	16.4104718252186	316.914746677897	8.80011714257772	4.18452815555515	0.968339148455755	31.5847474475701	27.776323928	283
wd.chi.GM.146.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	245	261.533333333333	7.78568024940421	265.618855096218	8.00012619136878	4.17036164481702	0.966232583027923	29.6143468962082	29.277611603	245
wd.chi.GM.147.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	240	246.954545454545	4.52110500956066	247.649862418782	7.75449298511534	3.64389717892933	0.910675494088162	11.1951360916229	29.616150731	240
wd.chi.GM.148.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	249	300.272727272727	19.7245428748074	285.396227887617	8.3449781160653	3.31357520027198	0.818607318158416	5.51290156718303	28.618902461	249
wd.chi.GM.149.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	287	304.4	8.41382589596561	303.72644660399	8.55594514409995	4.3806788625676	0.953520435241421	21.5148314144965	31.634293343	287
wd.chi.GM.15.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	350	361.607142857143	6.14891947144419	360.27997039986	9.34238223456105	4.6225843703544	0.971958780196792	35.6617867203333	31.903695967	350
wd.chi.GM.150.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	282	314.8	13.4795480975761	310.248120415225	8.69733563999297	4.14725917214443	0.943051010781275	17.5595741683717	31.227983658	282
wd.chi.GM.151.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	269	299.37037037037	12.4701536783549	294.454501247956	8.42950624049537	4.32390860489186	0.975522753400631	40.8542683075226	27.828249128	269
wd.chi.GM.153.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	293	310.884615384615	8.50692822851837	310.184906801836	8.67879106623241	4.54778410147686	0.976351058866439	42.2851913052824	30.276008996	293
wd.chi.GM.154.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	278	295.884615384615	8.50691242647166	296.087297528866	8.39576805453242	4.61579734234175	0.98210559165164	55.8833787925528	30.655078259	278
wd.chi.GM.155.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	261	284.375	10.555882378998	279.555094955881	8.18729553919582	3.96165243184592	0.937734121292482	16.0601604081958	29.332489972	261
wd.chi.GM.156.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	268	287.375	9.18818516395724	283.990090191974	8.28351082043007	4.48363003538313	0.977562441214021	44.56812835739	29.166221854	268
wd.chi.GM.157.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	380	412.620689655172	12.9244043969788	402.384449188816	9.86728295885644	4.92258561069751	0.985087384101968	67.0573162239068	32.981896913	380
wd.chi.GM.158.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	259	280.368421052632	10.4581517686548	272.012630267967	8.02111041154365	3.46012117077909	0.876632862230049	8.10588636549834	29.391601353	259
wd.chi.GM.159.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	233	247.615384615385	8.64687466202971	241.828697664687	7.59910035598912	4.46266385750278	0.979747242330957	49.3759919681707	26.932777543	233
wd.chi.GM.16.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	324	335.111111111111	6.00804935168336	334.471675148115	9.02024473115083	4.78241247222715	0.984550913641937	64.7287468542182	31.382079695	324
wd.chi.GM.160.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	252	267.75	7.90010679697113	268.574397180949	8.01054287920037	4.29372510657248	0.967264440282818	30.5478204325652	28.792673206	252
wd.chi.GM.17.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	300	306.84	4.3634361237897	307.27697933876	8.63068802022604	4.69516336428861	0.982034762539195	55.6630549516381	31.410384448	300
wd.chi.GM.18.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	123	140.5	10.1065228966885	141.652235587929	5.71552859262462	3.11510118761295	0.876421208877217	8.09200341672253	20.237826215	123
wd.chi.GM.19.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	217	222.913043478261	4.01427695860502	224.867886007286	7.39755439621897	4.10648432060362	0.967411856972134	30.6860074581394	26.826001391	217
wd.chi.GM.2.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	290	298.4	5.02274712332598	299.611751658914	8.53515294454728	4.70472828679548	0.982403582257321	56.8297487945274	30.575841598	290
wd.chi.GM.20.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	200	214	8.08742373303086	209.622158478655	7.07038859531587	3.73498344714611	0.940348027293056	16.7639049409609	26.889009756	200
wd.chi.GM.21.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	328	346.6	8.83288719232488	342.592095194197	8.97663859497572	4.80826578762597	0.983333752973155	60.0015107413951	32.100832343	328
wd.chi.GM.22.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	328	346.37037037037	8.59983910753931	344.310457564027	9.18983428724659	4.6341468128224	0.97395996572562	38.4024072112631	32.319224342	328
wd.chi.GM.23.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	262	270.571428571429	5.74904033980982	268.230941362074	8.03788328366431	4.59831454985838	0.97730591155221	44.0643387065586	29.748842703	262
wd.chi.GM.24.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	232	237.2	3.98844603104417	236.300537811509	7.53933079674891	3.75314264901451	0.929489390208005	14.1822628247009	28.524324106	232
wd.chi.GM.25.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	252	256.230769230769	3.56027835993466	256.246168266827	7.62169883424804	4.65608787985751	0.981561377049795	54.2339849727703	29.349313143	252
wd.chi.GM.26.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	226	233.5	5.22652009065383	231.559246776603	7.43410922855865	4.17783010640631	0.96278719447772	26.8724699996425	28.028090359	226
wd.chi.GM.27.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	317	338.576923076923	9.75871593753287	335.013688096983	8.99465581985856	4.69406639626466	0.980929792642859	52.4378147165521	29.950976178	317
wd.chi.GM.28.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	195	235.625	22.0252093011675	212.753898628304	6.88876142617841	4.33149884914165	0.978718959295361	46.9901831343243	23.879950915	195
wd.chi.GM.29.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	372	389.526315789474	7.71565630434977	391.769094145931	9.81590233481044	4.93365722875163	0.98571521557864	70.0045566319289	32.043410482	372
wd.chi.GM.3.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	244	253.5625	6.03724190457275	252.028365765876	7.76157563667031	4.44739890599726	0.977257639734898	43.9708099046555	29.575266408	244
wd.chi.GM.31.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	211	227.434782608696	8.22729711619075	230.646250107031	7.43669068593743	4.15237827887425	0.968858462663149	32.1114525973214	26.236950666	211
wd.chi.GM.32.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	128	137.066666666667	5.89420086082665	138.317886639154	5.7980626559961	3.20904852563429	0.916746146713601	12.0114560530901	20.750994074	128
wd.chi.GM.33.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	229	241.352941176471	7.16455341747053	240.388493293332	7.59392528206527	4.26281700277712	0.95934059466431	24.5945554723159	28.684982444	229
wd.chi.GM.34.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	281	289.052631578947	5.15297878995453	288.332511521142	8.2743677801761	4.84254482888132	0.987710821354006	81.3724032180142	29.154698888	281
wd.chi.GM.35.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	270	286.111111111111	7.82155953249347	287.078340828359	8.35325008814663	4.69748917545404	0.985887890084337	70.8611260808082	29.281327516	270
wd.chi.GM.36.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	252	283.230769230769	15.486240813804	266.055945814085	7.98631394001444	4.12349321217007	0.955118409119756	22.2808501300289	29.023049434	252
wd.chi.GM.37.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	226	229.95652173913	3.07079892036267	231.777437803213	7.53120671550327	4.02539637284947	0.948682967701289	19.4867075356017	28.057487678	226
wd.chi.GM.38.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	295	313.857142857143	8.69239393660762	313.491043959652	8.76645486866313	4.63310382905706	0.980835075831431	52.1786567587897	29.415787073	295
wd.chi.GM.39.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	214	247.833333333333	16.8756610469807	231.57256947685	7.56825004574303	4.08167026887745	0.964938219222279	28.5210841497077	27.394983012	214
wd.chi.GM.4.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	265	274.5	5.85674794985725	274.393926883348	7.90126510607087	4.50559823637992	0.969579164271278	32.8722066979849	29.944474588	265
wd.chi.GM.40.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	258	262.636363636364	3.21393027299838	265.631478453435	8.01822968616004	4.32906840415988	0.97457536686184	39.3319342924599	30.353567383	258
wd.chi.GM.41.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	214	227.153846153846	7.99399729539267	223.210373408812	7.17890105739794	4.30761890525296	0.975634844889208	41.042217685578	25.744078628	214
wd.chi.GM.42.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	287	318.166666666667	14.1378079728476	307.082918189675	8.5562404525331	4.69197378883984	0.982614083917268	57.5178204726999	30.514050993	287
wd.chi.GM.43.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	215	229.53125	7.0058356545384	235.139166142924	7.51327722755214	3.21542465178181	0.899578774284239	9.95805411527703	27.508890934	215
wd.chi.GM.44.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	251	260.047619047619	5.47738973083334	260.704477109926	7.99380015438459	4.36631968034483	0.973835344612722	38.2194982199627	29.74627791	251
wd.chi.GM.45.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	334	349.030303030303	7.12903255727612	349.318688926599	9.23051361338566	4.51868867738663	0.965322844932416	28.8374290812225	31.38303775	334
wd.chi.GM.46.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	280	288.884615384615	5.18126190592242	290.159808739435	8.37248719557099	4.687960975783	0.982769522743234	58.0366977129041	29.373661225	280
wd.chi.GM.47.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	312	322.5	5.46028652922557	325.241629832851	8.88103541668684	4.43551521461982	0.968948513132714	32.2045770070208	30.160273678	312
wd.chi.GM.48.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	276	290.526315789474	7.85848295812181	288.083533549229	8.24645065352993	4.70277099243263	0.983421182348567	60.3179322569827	28.575319107	276
wd.chi.GM.49.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	237	251.04	7.20706843724412	254.267453711568	7.83396760059252	4.39276847119567	0.979423219494713	48.5984675660549	27.201260597	237
wd.chi.GM.5.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	349	371	10.0912722463679	365.356437902297	9.44752651072097	4.96277631349975	0.987394304378292	79.3292199026198	32.723383216	349
wd.chi.GM.50.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	228	237.5625	6.03721229565523	236.534090434777	7.46304847424289	4.34956677701022	0.971607216015171	35.2202165358048	27.327268435	228
wd.chi.GM.51.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	288	302.285714285714	7.58706219979986	300.093552067714	8.47018389546487	4.73367589083274	0.984402126835223	64.1113047552001	29.375865639	288
wd.chi.GM.52.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	254	268	7.07340258853644	268.076714115834	7.96444957325483	4.17359367572649	0.958991214727817	24.3850188042101	29.33038291	254
wd.chi.GM.53.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	248	263	7.94958717870224	261.33427900572	7.93721131700292	4.32869787003798	0.968586980850604	31.8339346894398	28.366183393	248
wd.chi.GM.54.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	219	230.666666666667	6.78528925997617	228.508170915733	7.43452334067884	4.00213603780715	0.949213103850451	19.6901184324271	28.178085416	219
wd.chi.GM.55.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	308	335.038461538462	11.5375726452863	327.785648428776	8.92601659637775	4.52386726143578	0.971333470530403	34.8838878825766	31.959286818	308
wd.chi.GM.56.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	204	216.214285714286	7.43475818179544	213.990971355827	7.11139594059568	4.22432408999725	0.973940069238188	38.3730873707992	24.769551879	204
wd.chi.GM.57.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	268	280.103448275862	6.28676833206096	282.765687011508	8.32099911929572	4.32831165915927	0.972552021173357	36.4325550641034	28.893612281	268
wd.chi.GM.58.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	185	190	3.64462379557755	192.312085372329	6.83262687411018	3.51028795318978	0.90481703094845	10.5060811820065	24.135537363	185
wd.chi.GM.59.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	229	232.882352941176	3.19479641391682	233.182577387076	7.54757642452115	4.12528091349059	0.955951519924843	22.7022589268407	26.438372718	229
wd.chi.GM.6.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	291	298.125	4.521060339647	298.969793117474	8.5381601972595	4.5208566527652	0.968060458634289	31.3091533954701	30.458276648	291
wd.chi.GM.60.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	190	228	23.9339881648188	200.584291463064	6.79253041019276	4.12352989912407	0.966151249682093	29.5431881711441	23.882004199	190
wd.chi.GM.61.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	106	119.125	7.59434129365058	125.81991420144	5.70948324268982	2.41141737294308	0.785945129220736	4.67169934680539	17.624278071	106
wd.chi.GM.62.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	232	235.473684210526	2.91039569818947	237.028757319453	7.49682230756911	4.33268214212254	0.964276333378395	27.9926472999616	26.514945818	232
wd.chi.GM.7.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	303	318.833333333333	9.36918180725912	311.087719983911	8.60105483564502	5.02759522608102	0.990380604316291	103.956634375019	31.388652603	303
wd.chi.GM.8.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	301	326.2	11.052908312102	321.01623293697	8.83438985915661	4.62744831256607	0.982215598178959	56.2290489195363	30.768211671	301
wd.chi.GM.89.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	232	246.25	8.65469802206957	241.001415261319	7.54468422389312	4.1522672482984	0.940465182258973	16.7968936152614	26.551809948	232
wd.chi.GM.9.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	215	217.391304347826	2.21835739751233	219.616297906602	7.33463258204971	4.13033889521466	0.965021160966793	28.5887132803537	28.367950077	215
wd.chi.GM.90.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	273	288.535714285714	7.55936924599083	288.107161163744	8.35701669369871	4.38690892607456	0.973082534601223	37.1506003698783	30.467917274	273
wd.chi.GM.91.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	280	320.071428571429	18.4715274172782	298.809479325578	8.49483664906683	4.50579544609619	0.975123354250724	40.1983454714385	30.687741726	280
wd.chi.GM.92.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	184	195.333333333333	7.29874660796324	191.972843248705	6.74752513392614	3.93887040987845	0.959641385075109	24.7778572644535	23.458167463	184
wd.chi.GM.93.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	272	287.954545454545	8.13436174733554	287.603212285234	8.27849359209675	4.5776778265397	0.979066254270596	47.7697595512205	30.631445848	272
wd.chi.GM.94.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	212	234	10.0910710323714	237.076756631026	7.67189038970434	3.82748328601302	0.942639340145107	17.4335511922235	25.291739164	212
wd.chi.GM.95.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	267	283.730769230769	8.10543661102217	282.302847766475	8.24872931194231	4.19325434853527	0.957806003608214	23.7000541668216	28.686516011	267
wd.chi.GM.96.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	228	235.157894736842	4.74661146155185	236.331837221781	7.42815978236062	4.37401856038321	0.97391528798438	38.3366317941785	26.98767589	228
wd.chi.GM.97.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	226	239.04347826087	6.96282752962563	238.368938042015	7.56427927328876	3.69763266528242	0.928383447329748	13.9632523866984	28.371808934	226
wd.chi.GM.98.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	371	388.5	7.79583747120939	389.257443715828	9.67422828987873	5.02835888100964	0.988166415174006	84.5052462719	34.407387722	371
wd.chi.GM.99.16s	moeller_2014	wild_chimp_Tanzania	wild ape	wild_chimp	223	248.090909090909	13.6605821004497	234.121434695865	7.5024729539973	4.01509277137775	0.9433157412907	17.6415820330015	27.227981958	223
wd.bon.LA.a187.16s	moeller_2014	wild_bonobo_DRC	wild ape	wild_bonobo	267	281.4375	8.14656320029525	276.874244793794	8.10015873379433	4.49323702997289	0.965563250893833	29.0387456991669	27.468236037	267
wd.bon.LA.a188.16s	moeller_2014	wild_bonobo_DRC	wild ape	wild_bonobo	129	130.875	2.25668376973727	131.308094444003	5.53846745295602	3.63750073346011	0.951299276371503	20.5335757971133	17.943594703	129
wd.bon.LA.a189.16s	moeller_2014	wild_bonobo_DRC	wild ape	wild_bonobo	159	164.833333333333	4.16523815946481	166.409033771767	6.34285987980205	3.6330326333331	0.947317278363853	18.9815554121613	21.775300265	159
wd.bon.LA.a190.16s	moeller_2014	wild_bonobo_DRC	wild ape	wild_bonobo	107	107.4	0.792145802278242	108.359874543149	5.13950852676707	3.12517520875767	0.917938248133741	12.1859450628079	17.253668409	107
wd.bon.LA.a191.16s	moeller_2014	wild_bonobo_DRC	wild ape	wild_bonobo	156	161.625	4.81418136611695	159.642843699946	6.24083810180337	3.29862324602094	0.907292316810538	10.7865924980172	20.443273183	156
wd.bon.LA.a192.16s	moeller_2014	wild_bonobo_DRC	wild ape	wild_bonobo	145	146.153846153846	1.52369504683329	147.10925713771	5.9420052704261	3.43544261433755	0.899218870257587	9.92249246020464	17.513834309	145
wd.bon.LA.a193.16s	moeller_2014	wild_bonobo_DRC	wild ape	wild_bonobo	172	189.1	10.4118674002527	181.606715586963	6.61810045190852	3.66554467178841	0.949639547926389	19.8568511366482	23.454944252	172
wd.bon.LA.a194.16s	moeller_2014	wild_bonobo_DRC	wild ape	wild_bonobo	253	264.55	6.58069626989194	265.033307368846	7.87119385286945	4.61807923698174	0.982691088486391	57.7737080239719	26.500599673	253
wd.bon.LA.a195.16s	moeller_2014	wild_bonobo_DRC	wild ape	wild_bonobo	195	196.363636363636	1.73681115514589	196.98675110698	6.85676419113784	4.2383931558687	0.975197300876669	40.318192589746	24.789516635	195
wd.bon.LA.a196.16s	moeller_2014	wild_bonobo_DRC	wild ape	wild_bonobo	151	162.375	8.08466428938267	158.971656626091	6.02506023277389	3.76657369812147	0.955515008464546	22.479491745053	20.933524992	151
wd.bon.LA.a197.16s	moeller_2014	wild_bonobo_DRC	wild ape	wild_bonobo	183	184.071428571429	1.43983668026979	185.124026319668	6.54150192992105	4.23453623267943	0.975206911555229	40.3338213481382	24.191105752	183
wd.bon.LA.a198.16s	moeller_2014	wild_bonobo_DRC	wild ape	wild_bonobo	174	178.230769230769	3.56014396511482	178.906846437024	6.43874086645255	4.16883763953531	0.974818632198696	39.7119015889288	21.824409047	174
