ASV	sampleNames	sampleNum	HR_sampleTypes	HR_sampleNum	HR_cat	HR_type	CP_pres	CP_sampleNum	CP_sampleTypes	captiveNames	Phylum	Order	Family	Genus	PC_captive_chimp	ATLZ_captive_orangutan	COLZ_captive_bonobo	HOUZ_captive_gorilla	COMZ_captive_gorilla	COLZ_captive_orangutan	HOUZ_captive_orangutan	COMZ_captive_orangutan	COLZ_captive_gorilla	HOUZ_captive_chimp	CP_sp_loc	numEnclosure	multi_site_sp
ASV_2425	['cp.bon.COLZ.2.16s', 'cp.ora.COLZ.1.16s', 'cp.ora.COLZ.2.16s', 'cp.ora.COLZ.3.16s', 'cp.ora.COLZ.4.16s', 'cp.ora.HOUZ.3.16s', 'cp.chi.PC.B1.16S']	7	[]	0	Unique_CP	Unique_CP	True	7	['captive_orangutan', 'captive_bonobo', 'captive_chimp']	['cp.bon.COLZ.2.16s', 'cp.ora.COLZ.1.16s', 'cp.ora.COLZ.2.16s', 'cp.ora.COLZ.3.16s', 'cp.ora.COLZ.4.16s', 'cp.ora.HOUZ.3.16s', 'cp.chi.PC.B1.16S']	Firmicutes	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	1.0	0.0	1.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	['PC_captive_chimp', 'COLZ_captive_bonobo', 'COLZ_captive_orangutan', 'HOUZ_captive_orangutan']	4	multi_site_multi_sp
ASV_905	['cp.ora.ATLZ.121.16s', 'wd.chi.GM.1.16s', 'wd.chi.GM.101.16s', 'wd.chi.GM.107.16s', 'wd.chi.GM.119.16s', 'wd.chi.GM.135.16s', 'wd.chi.GM.140.16s', 'wd.chi.GM.151.16s', 'wd.chi.GM.153.16s', 'wd.chi.GM.154.16s', 'wd.chi.GM.156.16s', 'wd.chi.GM.157.16s', 'wd.chi.GM.21.16s', 'wd.chi.GM.27.16s', 'wd.chi.GM.48.16s', 'wd.chi.GM.5.16s', 'wd.chi.GM.57.16s', 'wd.chi.GM.90.16s', 'wd.chi.GM.93.16s', 'wd.chi.GM.99.16s', 'wd.bon.LA.a187.16s', 'wd.gor.BI.a172.16s', 'wd.gor.BI.a173.16s', 'wd.gor.BI.a174.16s', 'wd.gor.BI.a175.16s', 'wd.gor.BI.a176.16s', 'wd.gor.BI.a177.16s', 'wd.gor.BI.a178.16s', 'wd.gor.BI.a181.16s', 'wd.gor.BQ.a122.16s', 'wd.gor.BQ.a123.16s', 'wd.gor.BQ.a128.16s', 'wd.gor.BQ.a130.16s', 'wd.gor.CP.a10.16s', 'wd.gor.CP.a100.16s', 'wd.gor.CP.a102.16s', 'wd.gor.CP.a103.16s', 'wd.gor.CP.a104.16s', 'wd.gor.CP.a105.16s', 'wd.gor.CP.a109.16s', 'wd.gor.CP.a110.16s', 'wd.gor.CP.a111.16s', 'wd.gor.CP.a112.16s', 'wd.gor.CP.a113.16s', 'wd.gor.CP.a114.16s', 'wd.gor.CP.a115.16s', 'wd.gor.CP.a116.16s', 'wd.gor.CP.a118.16s', 'wd.gor.CP.a13.16s', 'wd.gor.CP.a14.16s', 'wd.gor.CP.a18.16s', 'wd.gor.CP.a20.16s', 'wd.gor.CP.a24.16s', 'wd.gor.CP.a25.16s', 'wd.gor.CP.a27.16s', 'wd.gor.CP.a28.16s', 'wd.gor.CP.a29.16s', 'wd.gor.CP.a31.16s', 'wd.gor.CP.a35.16s', 'wd.gor.CP.a36.16s', 'wd.gor.CP.a4.16s', 'wd.gor.CP.a43.16s', 'wd.gor.CP.a44.16s', 'wd.gor.CP.a46.16s', 'wd.gor.CP.a47.16s', 'wd.gor.CP.a48.16s', 'wd.gor.CP.a50.16s', 'wd.gor.CP.a52.16s', 'wd.gor.CP.a53.16s', 'wd.gor.CP.a54.16s', 'wd.gor.CP.a57.16s', 'wd.gor.CP.a60.16s', 'wd.gor.CP.a62.16s', 'wd.gor.CP.a66.16s', 'wd.gor.CP.a67.16s', 'wd.gor.CP.a68.16s', 'wd.gor.CP.a70.16s', 'wd.gor.CP.a71.16s', 'wd.gor.CP.a73.16s', 'wd.gor.CP.a76.16s', 'wd.gor.CP.a78.16s', 'wd.gor.CP.a79.16s', 'wd.gor.CP.a80.16s', 'wd.gor.CP.a81.16s', 'wd.gor.CP.a84.16s', 'wd.gor.CP.a91.16s', 'wd.gor.CP.a92.16s', 'wd.gor.CP.a93.16s', 'wd.gor.CP.a94.16s', 'wd.gor.DJ.a139.16s', 'wd.gor.DJ.a144.16s', 'wd.gor.DJ.a147.16s', 'wd.gor.DJ.a149.16s', 'wd.gor.DJ.a151.16s', 'wd.gor.DJ.a155.16s', 'wd.gor.DJ.a160.16s', 'wd.gor.DJ.a165.16s', 'wd.gor.DJ.a169.16s', 'cp.gor.COLZ.5.16s', 'nw.hu.HADZA.346.16s', 'nw.hu.HADZA.226.16s']	101	['human', 'wild_gorilla', 'wild_chimp', 'wild_bonobo']	99	MX	MX_human_wild_apes	True	2	['captive_orangutan', 'captive_gorilla']	['cp.ora.ATLZ.121.16s', 'cp.gor.COLZ.5.16s']	Firmicutes	Clostridiales	Lachnospiraceae	Lachnospiraceae_AC2044_group	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	['ATLZ_captive_orangutan', 'COLZ_captive_gorilla']	2	multi_site_multi_sp
ASV_1085	['wd.chi.GM.106.16s', 'wd.chi.GM.111.16s', 'wd.chi.GM.112.16s', 'wd.chi.GM.121.16s', 'wd.chi.GM.124.16s', 'wd.chi.GM.130.16s', 'wd.chi.GM.136.16s', 'wd.chi.GM.140.16s', 'wd.chi.GM.142.16s', 'wd.chi.GM.149.16s', 'wd.chi.GM.151.16s', 'wd.chi.GM.16.16s', 'wd.chi.GM.2.16s', 'wd.chi.GM.22.16s', 'wd.chi.GM.29.16s', 'wd.chi.GM.38.16s', 'wd.chi.GM.45.16s', 'wd.chi.GM.46.16s', 'wd.chi.GM.47.16s', 'wd.chi.GM.48.16s', 'wd.chi.GM.98.16s', 'wd.gor.CP.a36.16s', 'nw.hu.HADZA.283.16s', 'nw.hu.HADZA.272.16s', 'nw.hu.HADZA.274.16s', 'nw.hu.HADZA.834.16s', 'nw.hu.HADZA.771.16s', 'nw.hu.HADZA.246.16s', 'nw.hu.HADZA.145.16s', 'nw.hu.HADZA.876.16s', 'we.hum.UK.2804.16s']	31	['human', 'wild_gorilla', 'wild_chimp']	31	MX	MX_human_wild_apes	False	0	[]	[]	Firmicutes	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	[]	0	single_site_single_sp
ASV_1261	['cp.ora.ATLZ.121.16s', 'cp.chi.PC.A2.16S', 'cp.chi.PC.B4.16S', 'cp.chi.PC.B6.16S', 'nw.hu.HADZA.283.16s', 'nw.hu.HADZA.265.16s', 'nw.hu.HADZA.396.16s', 'nw.hu.HADZA.145.16s', 'nw.hu.HADZA.99.16s', 'nw.hu.HADZA.3022.16s', 'nw.hu.HADZA.157.16s', 'nw.hu.HADZA.156.16s', 'nw.hu.HADZA.876.16s', 'nw.hu.HADZA.794.16s', 'nw.hu.HADZA.3296.16s']	15	['human']	11	HR	HR_human	True	4	['captive_orangutan', 'captive_chimp']	['cp.ora.ATLZ.121.16s', 'cp.chi.PC.A2.16S', 'cp.chi.PC.B4.16S', 'cp.chi.PC.B6.16S']	Firmicutes	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['PC_captive_chimp', 'ATLZ_captive_orangutan']	2	multi_site_multi_sp
ASV_1111	['cp.ora.ATLZ.114.16s', 'cp.ora.ATLZ.117.16s', 'cp.ora.ATLZ.118.16s', 'cp.ora.ATLZ.119.16s', 'cp.ora.ATLZ.121.16s', 'wd.chi.GM.106.16s', 'wd.chi.GM.111.16s', 'wd.chi.GM.112.16s', 'wd.chi.GM.130.16s', 'wd.chi.GM.14.16s', 'wd.chi.GM.140.16s', 'wd.chi.GM.142.16s', 'wd.chi.GM.144.16s', 'wd.chi.GM.15.16s', 'wd.chi.GM.153.16s', 'wd.chi.GM.157.16s', 'wd.chi.GM.16.16s', 'wd.chi.GM.2.16s', 'wd.chi.GM.22.16s', 'wd.chi.GM.27.16s', 'wd.chi.GM.45.16s', 'wd.chi.GM.46.16s', 'wd.chi.GM.47.16s', 'wd.chi.GM.48.16s', 'wd.chi.GM.51.16s', 'wd.chi.GM.57.16s', 'wd.bon.LA.a187.16s', 'wd.gor.CP.a36.16s', 'cp.bon.COLZ.12.16s', 'cp.bon.COLZ.7.16s', 'cp.gor.COLZ.6.16s', 'cp.gor.COLZ.7.16s', 'cp.ora.COLZ.3.16s', 'cp.ora.COLZ.4.16s', 'cp.chi.PC.A1.16S', 'cp.chi.PC.A6.16S', 'nw.hu.HADZA.3140.16s', 'nw.hu.HADZA.274.16s', 'nw.hu.HADZA.794.16s']	39	['human', 'wild_gorilla', 'wild_chimp', 'wild_bonobo']	26	MX	MX_human_wild_apes	True	13	['captive_orangutan', 'captive_bonobo', 'captive_chimp', 'captive_gorilla']	['cp.ora.ATLZ.114.16s', 'cp.ora.ATLZ.117.16s', 'cp.ora.ATLZ.118.16s', 'cp.ora.ATLZ.119.16s', 'cp.ora.ATLZ.121.16s', 'cp.bon.COLZ.12.16s', 'cp.bon.COLZ.7.16s', 'cp.gor.COLZ.6.16s', 'cp.gor.COLZ.7.16s', 'cp.ora.COLZ.3.16s', 'cp.ora.COLZ.4.16s', 'cp.chi.PC.A1.16S', 'cp.chi.PC.A6.16S']	Firmicutes	Clostridiales	Lachnospiraceae	unclassified	2.0	5.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	['PC_captive_chimp', 'ATLZ_captive_orangutan', 'COLZ_captive_bonobo', 'COLZ_captive_orangutan', 'COLZ_captive_gorilla']	5	multi_site_multi_sp
ASV_1126	['cp.ora.ATLZ.123.16s', 'cp.gor.COMZ.MB26.16s', 'cp.ora.COMZ.MB31.16s', 'cp.ora.COMZ.MB7.16s', 'wd.chi.GM.124.16s', 'wd.chi.GM.140.16s', 'wd.chi.GM.142.16s', 'wd.chi.GM.16.16s', 'wd.chi.GM.2.16s', 'wd.chi.GM.29.16s', 'wd.chi.GM.45.16s', 'wd.chi.GM.46.16s', 'wd.chi.GM.48.16s', 'wd.chi.GM.98.16s', 'wd.gor.CP.a23.16s', 'wd.gor.CP.a36.16s', 'wd.gor.CP.a88.16s', 'cp.bon.COLZ.12.16s', 'cp.bon.COLZ.2.16s', 'cp.bon.COLZ.6.16s', 'cp.chi.HOUZ.5.16s', 'cp.chi.HOUZ.6.16s', 'cp.chi.HOUZ.7.16s', 'cp.gor.COLZ.10.16s', 'cp.gor.COLZ.12.16s', 'cp.gor.COLZ.13.16s', 'cp.gor.COLZ.2.16s', 'cp.gor.COLZ.3.16s', 'cp.gor.COLZ.5.16s', 'cp.gor.COLZ.9.16s', 'cp.gor.HOUZ.6.16s', 'cp.gor.HOUZ.7.16s', 'cp.ora.HOUZ.1.16s', 'cp.ora.HOUZ.2.16s', 'cp.ora.HOUZ.4.16s', 'cp.ora.HOUZ.5.16s', 'cp.ora.HOUZ.6.16s', 'nw.hu.HADZA.834.16s', 'nw.hu.HADZA.3296.16s']	39	['human', 'wild_gorilla', 'wild_chimp']	15	MX	MX_human_wild_apes	True	24	['captive_orangutan', 'captive_bonobo', 'captive_chimp', 'captive_gorilla']	['cp.ora.ATLZ.123.16s', 'cp.gor.COMZ.MB26.16s', 'cp.ora.COMZ.MB31.16s', 'cp.ora.COMZ.MB7.16s', 'cp.bon.COLZ.12.16s', 'cp.bon.COLZ.2.16s', 'cp.bon.COLZ.6.16s', 'cp.chi.HOUZ.5.16s', 'cp.chi.HOUZ.6.16s', 'cp.chi.HOUZ.7.16s', 'cp.gor.COLZ.10.16s', 'cp.gor.COLZ.12.16s', 'cp.gor.COLZ.13.16s', 'cp.gor.COLZ.2.16s', 'cp.gor.COLZ.3.16s', 'cp.gor.COLZ.5.16s', 'cp.gor.COLZ.9.16s', 'cp.gor.HOUZ.6.16s', 'cp.gor.HOUZ.7.16s', 'cp.ora.HOUZ.1.16s', 'cp.ora.HOUZ.2.16s', 'cp.ora.HOUZ.4.16s', 'cp.ora.HOUZ.5.16s', 'cp.ora.HOUZ.6.16s']	Firmicutes	Clostridiales	Lachnospiraceae	unclassified	0.0	1.0	3.0	2.0	1.0	0.0	5.0	2.0	7.0	3.0	['ATLZ_captive_orangutan', 'COLZ_captive_bonobo', 'HOUZ_captive_gorilla', 'COMZ_captive_gorilla', 'HOUZ_captive_orangutan', 'COMZ_captive_orangutan', 'COLZ_captive_gorilla', 'HOUZ_captive_chimp']	8	multi_site_multi_sp
ASV_141	['cp.ora.ATLZ.114.16s', 'cp.ora.ATLZ.115.16s', 'cp.ora.ATLZ.116.16s', 'cp.ora.ATLZ.117.16s', 'cp.ora.ATLZ.119.16s', 'cp.ora.ATLZ.121.16s', 'cp.ora.ATLZ.122.16s', 'cp.ora.ATLZ.123.16s', 'cp.gor.COMZ.MB26.16s', 'cp.ora.COMZ.MB31.16s', 'cp.ora.COMZ.MB7.16s', 'cp.gor.COMZ.MB82.16s', 'cp.ora.COMZ.MB84.16s', 'wd.chi.GM.1.16s', 'wd.chi.GM.106.16s', 'wd.chi.GM.111.16s', 'wd.chi.GM.112.16s', 'wd.chi.GM.124.16s', 'wd.chi.GM.129.16s', 'wd.chi.GM.130.16s', 'wd.chi.GM.136.16s', 'wd.chi.GM.14.16s', 'wd.chi.GM.140.16s', 'wd.chi.GM.142.16s', 'wd.chi.GM.144.16s', 'wd.chi.GM.145.16s', 'wd.chi.GM.15.16s', 'wd.chi.GM.150.16s', 'wd.chi.GM.151.16s', 'wd.chi.GM.153.16s', 'wd.chi.GM.157.16s', 'wd.chi.GM.16.16s', 'wd.chi.GM.17.16s', 'wd.chi.GM.2.16s', 'wd.chi.GM.21.16s', 'wd.chi.GM.22.16s', 'wd.chi.GM.27.16s', 'wd.chi.GM.29.16s', 'wd.chi.GM.38.16s', 'wd.chi.GM.45.16s', 'wd.chi.GM.46.16s', 'wd.chi.GM.47.16s', 'wd.chi.GM.48.16s', 'wd.chi.GM.51.16s', 'wd.chi.GM.55.16s', 'wd.chi.GM.57.16s', 'wd.chi.GM.6.16s', 'wd.chi.GM.96.16s', 'wd.bon.LA.a187.16s', 'wd.bon.LA.a193.16s', 'wd.bon.LA.a194.16s', 'wd.bon.LA.a195.16s', 'wd.bon.LA.a198.16s', 'wd.bon.LA.a200.16s', 'wd.bon.LA.a201.16s', 'wd.bon.LA.a203.16s', 'wd.bon.LA.a205.16s', 'wd.bon.ML.a207.16s', 'wd.bon.ML.a208.16s', 'wd.bon.ML.a209.16s', 'wd.bon.ML.a210.16s', 'wd.bon.ML.a211.16s', 'wd.bon.ML.a212.16s', 'wd.bon.ML.a213.16s', 'wd.bon.ML.a214.16s', 'wd.bon.ML.a215.16s', 'wd.bon.ML.a217.16s', 'wd.bon.ML.a218.16s', 'wd.bon.ML.a220.16s', 'wd.bon.ML.a223.16s', 'wd.bon.ML.a224.16s', 'wd.bon.ML.a225.16s', 'wd.bon.ML.a226.16s', 'wd.bon.ML.a228.16s', 'wd.bon.ML.a229.16s', 'wd.bon.ML.a230.16s', 'wd.bon.ML.a232.16s', 'wd.bon.ML.a234.16s', 'wd.bon.ML.a235.16s', 'wd.bon.ML.a236.16s', 'wd.bon.ML.a237.16s', 'wd.bon.ML.a238.16s', 'wd.bon.ML.a239.16s', 'wd.bon.ML.a240.16s', 'wd.bon.ML.a241.16s', 'wd.bon.ML.a242.16s', 'wd.bon.ML.a243.16s', 'wd.bon.ML.a244.16s', 'wd.bon.ML.a245.16s', 'wd.bon.ML.a246.16s', 'wd.bon.ML.a247.16s', 'wd.bon.ML.a248.16s', 'wd.bon.ML.a249.16s', 'wd.bon.ML.a250.16s', 'wd.bon.ML.a251.16s', 'wd.bon.ML.a252.16s', 'wd.bon.ML.a253.16s', 'wd.bon.ML.a254.16s', 'wd.bon.ML.a255.16s', 'wd.bon.ML.a256.16s', 'wd.gor.BI.a176.16s', 'wd.gor.BI.a181.16s', 'wd.gor.CP.a113.16s', 'wd.gor.CP.a18.16s', 'wd.gor.CP.a56.16s', 'wd.gor.CP.a75.16s', 'wd.gor.CP.a84.16s', 'wd.gor.DJ.a132.16s', 'wd.gor.DJ.a134.16s', 'wd.gor.DJ.a135.16s', 'wd.gor.DJ.a136.16s', 'wd.gor.DJ.a141.16s', 'wd.gor.DJ.a150.16s', 'wd.gor.DJ.a153.16s', 'wd.gor.DJ.a154.16s', 'wd.gor.DJ.a158.16s', 'wd.gor.DJ.a159.16s', 'wd.gor.DJ.a166.16s', 'wd.gor.DJ.a171.16s', 'cp.bon.COLZ.10.16s', 'cp.bon.COLZ.12.16s', 'cp.bon.COLZ.2.16s', 'cp.bon.COLZ.5.16s', 'cp.bon.COLZ.6.16s', 'cp.bon.COLZ.7.16s', 'cp.bon.COLZ.8.16s', 'cp.bon.COLZ.9.16s', 'cp.chi.HOUZ.1.16s', 'cp.chi.HOUZ.2.16s', 'cp.chi.HOUZ.3.16s', 'cp.chi.HOUZ.4.16s', 'cp.chi.HOUZ.5.16s', 'cp.chi.HOUZ.6.16s', 'cp.chi.HOUZ.7.16s', 'cp.chi.HOUZ.8.16s', 'cp.gor.COLZ.12.16s', 'cp.gor.COLZ.2.16s', 'cp.gor.COLZ.3.16s', 'cp.gor.COLZ.5.16s', 'cp.gor.COLZ.6.16s', 'cp.gor.HOUZ.1.16s', 'cp.gor.HOUZ.2.16s', 'cp.gor.HOUZ.3.16s', 'cp.gor.HOUZ.5.16s', 'cp.gor.HOUZ.6.16s', 'cp.gor.HOUZ.7.16s', 'cp.ora.COLZ.4.16s', 'cp.ora.HOUZ.1.16s', 'cp.ora.HOUZ.2.16s', 'cp.ora.HOUZ.3.16s', 'cp.ora.HOUZ.4.16s', 'cp.ora.HOUZ.5.16s', 'cp.ora.HOUZ.6.16s', 'cp.chi.PC.A1.16S', 'cp.chi.PC.A10.16S', 'cp.chi.PC.A11.16S', 'cp.chi.PC.A2.16S', 'cp.chi.PC.A5.16S', 'cp.chi.PC.A6.16S', 'cp.chi.PC.B2.16S', 'cp.chi.PC.B4.16S', 'cp.chi.PC.B6.16S', 'we.hum.UMN.CS064.16s', 'we.hum.UMN.CS077.16s', 'we.hum.UMN.CS113.16s', 'we.hum.UMN.CS117.16s', 'we.hum.UMN.CS127.16s', 'we.hum.UMN.CS152.16s', 'we.hum.UMN.CS171.16s', 'we.hum.UMN.CS208.16s', 'we.hum.UMN.CS288.16s', 'we.hum.UMN.CS372.16s', 'nw.hum.Thai.TCS016.16s', 'nw.hum.Thai.TCS027.16s', 'nw.hum.Thai.TCS028.16s', 'nw.hum.Thai.TCS033.16s', 'nw.hum.Thai.TCS039.16s', 'nw.hum.Thai.TCS048.16s', 'nw.hum.Thai.TCS052.16s', 'nw.hum.Thai.TCS058.16s', 'nw.hum.Thai.TCS072.16s', 'nw.hum.Thai.TCS074.16s', 'nw.hum.Thai.TCS082.16s', 'nw.hum.Thai.TFS020.16s', 'nw.hum.Thai.TFS026.16s', 'nw.hu.HADZA.329.16s', 'nw.hu.HADZA.283.16s', 'nw.hu.HADZA.276.16s', 'nw.hu.HADZA.392.16s', 'nw.hu.HADZA.3128.16s', 'nw.hu.HADZA.3124.16s', 'nw.hu.HADZA.436.16s', 'nw.hu.HADZA.230.16s', 'nw.hu.HADZA.362.16s', 'nw.hu.HADZA.274.16s', 'nw.hu.HADZA.266.16s', 'nw.hu.HADZA.346.16s', 'nw.hu.HADZA.839.16s', 'nw.hu.HADZA.834.16s', 'nw.hu.HADZA.3025.16s', 'nw.hu.HADZA.3274.16s', 'nw.hu.HADZA.756.16s', 'nw.hu.HADZA.771.16s', 'nw.hu.HADZA.780.16s', 'nw.hu.HADZA.220.16s', 'nw.hu.HADZA.219.16s', 'nw.hu.HADZA.226.16s', 'nw.hu.HADZA.246.16s', 'nw.hu.HADZA.396.16s', 'nw.hu.HADZA.250.16s', 'nw.hu.HADZA.150.16s', 'nw.hu.HADZA.145.16s', 'nw.hu.HADZA.101.16s', 'nw.hu.HADZA.99.16s', 'nw.hu.HADZA.336.16s', 'nw.hu.HADZA.157.16s', 'nw.hu.HADZA.156.16s', 'nw.hu.HADZA.161.16s', 'nw.hu.HADZA.435.16s', 'nw.hu.HADZA.876.16s', 'nw.hu.HADZA.717.16s', 'nw.hu.HADZA.786.16s', 'nw.hu.HADZA.791.16s', 'nw.hu.HADZA.794.16s', 'nw.hu.HADZA.233.16s', 'nw.hu.HADZA.364.16s', 'nw.hu.HADZA.807.16s', 'nw.hu.HADZA.811.16s', 'we.hum.UK.2504.16s', 'we.hum.UK.2538.16s', 'we.hum.UK.2711.16s', 'we.hum.UK.2717.16s', 'we.hum.UK.2804.16s', 'we.hum.UK.2855.16s', 'we.hum.UK.2992.16s', 'we.hum.UK.3916.16s', 'we.hum.UK.4047.16s', 'we.hum.UK.4143.16s', 'we.hum.UK.4159.16s', 'we.hum.UK.4188.16s', 'we.hum.UK.4709.16s', 'we.hum.UK.4779.16s', 'we.hum.UK.4805.16s', 'we.hum.UK.5021.16s', 'we.hum.UK.5037.16s', 'we.hum.UK.5406.16s', 'we.hum.UK.5458.16s']	247	['human', 'wild_gorilla', 'wild_chimp', 'wild_bonobo']	191	MX	MX_human_wild_apes	True	56	['captive_orangutan', 'captive_bonobo', 'captive_chimp', 'captive_gorilla']	['cp.ora.ATLZ.114.16s', 'cp.ora.ATLZ.115.16s', 'cp.ora.ATLZ.116.16s', 'cp.ora.ATLZ.117.16s', 'cp.ora.ATLZ.119.16s', 'cp.ora.ATLZ.121.16s', 'cp.ora.ATLZ.122.16s', 'cp.ora.ATLZ.123.16s', 'cp.gor.COMZ.MB26.16s', 'cp.ora.COMZ.MB31.16s', 'cp.ora.COMZ.MB7.16s', 'cp.gor.COMZ.MB82.16s', 'cp.ora.COMZ.MB84.16s', 'cp.bon.COLZ.10.16s', 'cp.bon.COLZ.12.16s', 'cp.bon.COLZ.2.16s', 'cp.bon.COLZ.5.16s', 'cp.bon.COLZ.6.16s', 'cp.bon.COLZ.7.16s', 'cp.bon.COLZ.8.16s', 'cp.bon.COLZ.9.16s', 'cp.chi.HOUZ.1.16s', 'cp.chi.HOUZ.2.16s', 'cp.chi.HOUZ.3.16s', 'cp.chi.HOUZ.4.16s', 'cp.chi.HOUZ.5.16s', 'cp.chi.HOUZ.6.16s', 'cp.chi.HOUZ.7.16s', 'cp.chi.HOUZ.8.16s', 'cp.gor.COLZ.12.16s', 'cp.gor.COLZ.2.16s', 'cp.gor.COLZ.3.16s', 'cp.gor.COLZ.5.16s', 'cp.gor.COLZ.6.16s', 'cp.gor.HOUZ.1.16s', 'cp.gor.HOUZ.2.16s', 'cp.gor.HOUZ.3.16s', 'cp.gor.HOUZ.5.16s', 'cp.gor.HOUZ.6.16s', 'cp.gor.HOUZ.7.16s', 'cp.ora.COLZ.4.16s', 'cp.ora.HOUZ.1.16s', 'cp.ora.HOUZ.2.16s', 'cp.ora.HOUZ.3.16s', 'cp.ora.HOUZ.4.16s', 'cp.ora.HOUZ.5.16s', 'cp.ora.HOUZ.6.16s', 'cp.chi.PC.A1.16S', 'cp.chi.PC.A10.16S', 'cp.chi.PC.A11.16S', 'cp.chi.PC.A2.16S', 'cp.chi.PC.A5.16S', 'cp.chi.PC.A6.16S', 'cp.chi.PC.B2.16S', 'cp.chi.PC.B4.16S', 'cp.chi.PC.B6.16S']	Firmicutes	Clostridiales	Lachnospiraceae	unclassified	9.0	8.0	8.0	6.0	2.0	1.0	6.0	3.0	5.0	8.0	['PC_captive_chimp', 'ATLZ_captive_orangutan', 'COLZ_captive_bonobo', 'HOUZ_captive_gorilla', 'COMZ_captive_gorilla', 'COLZ_captive_orangutan', 'HOUZ_captive_orangutan', 'COMZ_captive_orangutan', 'COLZ_captive_gorilla', 'HOUZ_captive_chimp']	10	multi_site_multi_sp
ASV_503	['wd.chi.GM.10.16s', 'wd.chi.GM.100.16s', 'wd.chi.GM.101.16s', 'wd.chi.GM.102.16s', 'wd.chi.GM.103.16s', 'wd.chi.GM.104.16s', 'wd.chi.GM.105.16s', 'wd.chi.GM.108.16s', 'wd.chi.GM.109.16s', 'wd.chi.GM.11.16s', 'wd.chi.GM.110.16s', 'wd.chi.GM.113.16s', 'wd.chi.GM.115.16s', 'wd.chi.GM.116.16s', 'wd.chi.GM.117.16s', 'wd.chi.GM.118.16s', 'wd.chi.GM.119.16s', 'wd.chi.GM.12.16s', 'wd.chi.GM.121.16s', 'wd.chi.GM.122.16s', 'wd.chi.GM.123.16s', 'wd.chi.GM.126.16s', 'wd.chi.GM.127.16s', 'wd.chi.GM.128.16s', 'wd.chi.GM.13.16s', 'wd.chi.GM.131.16s', 'wd.chi.GM.132.16s', 'wd.chi.GM.133.16s', 'wd.chi.GM.134.16s', 'wd.chi.GM.135.16s', 'wd.chi.GM.137.16s', 'wd.chi.GM.138.16s', 'wd.chi.GM.141.16s', 'wd.chi.GM.143.16s', 'wd.chi.GM.146.16s', 'wd.chi.GM.147.16s', 'wd.chi.GM.148.16s', 'wd.chi.GM.149.16s', 'wd.chi.GM.150.16s', 'wd.chi.GM.154.16s', 'wd.chi.GM.155.16s', 'wd.chi.GM.156.16s', 'wd.chi.GM.157.16s', 'wd.chi.GM.158.16s', 'wd.chi.GM.159.16s', 'wd.chi.GM.160.16s', 'wd.chi.GM.19.16s', 'wd.chi.GM.20.16s', 'wd.chi.GM.23.16s', 'wd.chi.GM.24.16s', 'wd.chi.GM.25.16s', 'wd.chi.GM.26.16s', 'wd.chi.GM.3.16s', 'wd.chi.GM.31.16s', 'wd.chi.GM.33.16s', 'wd.chi.GM.34.16s', 'wd.chi.GM.35.16s', 'wd.chi.GM.36.16s', 'wd.chi.GM.37.16s', 'wd.chi.GM.39.16s', 'wd.chi.GM.4.16s', 'wd.chi.GM.40.16s', 'wd.chi.GM.41.16s', 'wd.chi.GM.42.16s', 'wd.chi.GM.43.16s', 'wd.chi.GM.44.16s', 'wd.chi.GM.49.16s', 'wd.chi.GM.5.16s', 'wd.chi.GM.50.16s', 'wd.chi.GM.52.16s', 'wd.chi.GM.53.16s', 'wd.chi.GM.54.16s', 'wd.chi.GM.56.16s', 'wd.chi.GM.58.16s', 'wd.chi.GM.59.16s', 'wd.chi.GM.6.16s', 'wd.chi.GM.60.16s', 'wd.chi.GM.62.16s', 'wd.chi.GM.7.16s', 'wd.chi.GM.8.16s', 'wd.chi.GM.89.16s', 'wd.chi.GM.9.16s', 'wd.chi.GM.90.16s', 'wd.chi.GM.93.16s', 'wd.chi.GM.94.16s', 'wd.chi.GM.95.16s', 'wd.chi.GM.97.16s', 'wd.chi.GM.98.16s', 'wd.chi.GM.99.16s', 'wd.gor.CP.a108.16s']	90	['wild_gorilla', 'wild_chimp']	90	MX	MX_wild_apes	False	0	[]	[]	Firmicutes	Clostridiales	Lachnospiraceae	unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	[]	0	single_site_single_sp
