#SampleID	Old_SampleID	dataset	genus_sp	subspecies	common_name	uniqueid	site	site_code	country	country_zoo	captivity_status	captivity_status_ext	amplicon	sample	Description
nw.hu.HADZA.3274.16s	SRR5761000	smits_2017	Homo_sapiens	Homo_sapiens	human	3274	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3274	non_industrialized_human
nw.hu.HADZA.3275.16s	SRR5760900	smits_2017	Homo_sapiens	Homo_sapiens	human	3275	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3275	non_industrialized_human
nw.hu.HADZA.3276.16s	SRR5760899	smits_2017	Homo_sapiens	Homo_sapiens	human	3276	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3276	non_industrialized_human
nw.hu.HADZA.3279.16s	SRR5760898	smits_2017	Homo_sapiens	Homo_sapiens	human	3279	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3279	non_industrialized_human
nw.hu.HADZA.3280.16s	SRR5760897	smits_2017	Homo_sapiens	Homo_sapiens	human	3280	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3280	non_industrialized_human
nw.hu.HADZA.3281.16s	SRR5760904	smits_2017	Homo_sapiens	Homo_sapiens	human	3281	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3281	non_industrialized_human
nw.hu.HADZA.3286.16s	SRR5760903	smits_2017	Homo_sapiens	Homo_sapiens	human	3286	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3286	non_industrialized_human
nw.hu.HADZA.3288.16s	SRR5760902	smits_2017	Homo_sapiens	Homo_sapiens	human	3288	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3288	non_industrialized_human
nw.hu.HADZA.3289.16s	SRR5760901	smits_2017	Homo_sapiens	Homo_sapiens	human	3289	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3289	non_industrialized_human
nw.hu.HADZA.329.16s	SRR5760852	smits_2017	Homo_sapiens	Homo_sapiens	human	329	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.329	non_industrialized_human
nw.hu.HADZA.3290.16s	SRR5760896	smits_2017	Homo_sapiens	Homo_sapiens	human	3290	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3290	non_industrialized_human
nw.hu.HADZA.3292.16s	SRR5760895	smits_2017	Homo_sapiens	Homo_sapiens	human	3292	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3292	non_industrialized_human
nw.hu.HADZA.3293.16s	SRR5761178	smits_2017	Homo_sapiens	Homo_sapiens	human	3293	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3293	non_industrialized_human
nw.hu.HADZA.3294.16s	SRR5761179	smits_2017	Homo_sapiens	Homo_sapiens	human	3294	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3294	non_industrialized_human
nw.hu.HADZA.3296.16s	SRR5761180	smits_2017	Homo_sapiens	Homo_sapiens	human	3296	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3296	non_industrialized_human
nw.hu.HADZA.3297.16s	SRR5761181	smits_2017	Homo_sapiens	Homo_sapiens	human	3297	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3297	non_industrialized_human
nw.hu.HADZA.3298.16s	SRR5761174	smits_2017	Homo_sapiens	Homo_sapiens	human	3298	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3298	non_industrialized_human
nw.hu.HADZA.3299.16s	SRR5761175	smits_2017	Homo_sapiens	Homo_sapiens	human	3299	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3299	non_industrialized_human
nw.hu.HADZA.330.16s	SRR5761086	smits_2017	Homo_sapiens	Homo_sapiens	human	330	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.330	non_industrialized_human
nw.hu.HADZA.3300.16s	SRR5761176	smits_2017	Homo_sapiens	Homo_sapiens	human	3300	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3300	non_industrialized_human
nw.hu.HADZA.3302.16s	SRR5761177	smits_2017	Homo_sapiens	Homo_sapiens	human	3302	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3302	non_industrialized_human
nw.hu.HADZA.3303.16s	SRR5761172	smits_2017	Homo_sapiens	Homo_sapiens	human	3303	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3303	non_industrialized_human
nw.hu.HADZA.3304.16s	SRR5761173	smits_2017	Homo_sapiens	Homo_sapiens	human	3304	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3304	non_industrialized_human
nw.hu.HADZA.3305.16s	SRR5761111	smits_2017	Homo_sapiens	Homo_sapiens	human	3305	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3305	non_industrialized_human
nw.hu.HADZA.331.16s	SRR5761087	smits_2017	Homo_sapiens	Homo_sapiens	human	331	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.331	non_industrialized_human
nw.hu.HADZA.332.16s	SRR5761088	smits_2017	Homo_sapiens	Homo_sapiens	human	332	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.332	non_industrialized_human
nw.hu.HADZA.333.16s	SRR5761089	smits_2017	Homo_sapiens	Homo_sapiens	human	333	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.333	non_industrialized_human
nw.hu.HADZA.334.16s	SRR5761090	smits_2017	Homo_sapiens	Homo_sapiens	human	334	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.334	non_industrialized_human
nw.hu.HADZA.335.16s	SRR5761091	smits_2017	Homo_sapiens	Homo_sapiens	human	335	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.335	non_industrialized_human
nw.hu.HADZA.336.16s	SRR5761092	smits_2017	Homo_sapiens	Homo_sapiens	human	336	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.336	non_industrialized_human
nw.hu.HADZA.337.16s	SRR5761093	smits_2017	Homo_sapiens	Homo_sapiens	human	337	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.337	non_industrialized_human
nw.hu.HADZA.338.16s	SRR5761094	smits_2017	Homo_sapiens	Homo_sapiens	human	338	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.338	non_industrialized_human
nw.hu.HADZA.3389.16s	SRR5760949	smits_2017	Homo_sapiens	Homo_sapiens	human	3389	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3389	non_industrialized_human
nw.hu.HADZA.3390.16s	SRR5760951	smits_2017	Homo_sapiens	Homo_sapiens	human	3390	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3390	non_industrialized_human
nw.hu.HADZA.3391.16s	SRR5761108	smits_2017	Homo_sapiens	Homo_sapiens	human	3391	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3391	non_industrialized_human
nw.hu.HADZA.3395.16s	SRR5761109	smits_2017	Homo_sapiens	Homo_sapiens	human	3395	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3395	non_industrialized_human
nw.hu.HADZA.3396.16s	SRR5761106	smits_2017	Homo_sapiens	Homo_sapiens	human	3396	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3396	non_industrialized_human
nw.hu.HADZA.3397.16s	SRR5760986	smits_2017	Homo_sapiens	Homo_sapiens	human	3397	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3397	non_industrialized_human
nw.hu.HADZA.3398.16s	SRR5761110	smits_2017	Homo_sapiens	Homo_sapiens	human	3398	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3398	non_industrialized_human
nw.hu.HADZA.3399.16s	SRR5761112	smits_2017	Homo_sapiens	Homo_sapiens	human	3399	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3399	non_industrialized_human
nw.hu.HADZA.340.16s	SRR5761095	smits_2017	Homo_sapiens	Homo_sapiens	human	340	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.340	non_industrialized_human
nw.hu.HADZA.3400.16s	SRR5760954	smits_2017	Homo_sapiens	Homo_sapiens	human	3400	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.3400	non_industrialized_human
nw.hu.HADZA.341.16s	SRR5760965	smits_2017	Homo_sapiens	Homo_sapiens	human	341	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.341	non_industrialized_human
nw.hu.HADZA.342.16s	SRR5760964	smits_2017	Homo_sapiens	Homo_sapiens	human	342	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.342	non_industrialized_human
nw.hu.HADZA.343.16s	SRR5760967	smits_2017	Homo_sapiens	Homo_sapiens	human	343	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.343	non_industrialized_human
nw.hu.HADZA.344.16s	SRR5760966	smits_2017	Homo_sapiens	Homo_sapiens	human	344	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.344	non_industrialized_human
nw.hu.HADZA.346.16s	SRR5760960	smits_2017	Homo_sapiens	Homo_sapiens	human	346	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.346	non_industrialized_human
nw.hu.HADZA.347.16s	SRR5760963	smits_2017	Homo_sapiens	Homo_sapiens	human	347	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.347	non_industrialized_human
nw.hu.HADZA.348.16s	SRR5760962	smits_2017	Homo_sapiens	Homo_sapiens	human	348	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.348	non_industrialized_human
nw.hu.HADZA.349.16s	SRR5760969	smits_2017	Homo_sapiens	Homo_sapiens	human	349	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.349	non_industrialized_human
nw.hu.HADZA.350.16s	SRR5760968	smits_2017	Homo_sapiens	Homo_sapiens	human	350	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.350	non_industrialized_human
nw.hu.HADZA.353.16s	SRR5760890	smits_2017	Homo_sapiens	Homo_sapiens	human	353	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.353	non_industrialized_human
nw.hu.HADZA.354.16s	SRR5760891	smits_2017	Homo_sapiens	Homo_sapiens	human	354	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.354	non_industrialized_human
nw.hu.HADZA.355.16s	SRR5760888	smits_2017	Homo_sapiens	Homo_sapiens	human	355	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.355	non_industrialized_human
nw.hu.HADZA.356.16s	SRR5760889	smits_2017	Homo_sapiens	Homo_sapiens	human	356	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.356	non_industrialized_human
nw.hu.HADZA.357.16s	SRR5760886	smits_2017	Homo_sapiens	Homo_sapiens	human	357	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.357	non_industrialized_human
nw.hu.HADZA.358.16s	SRR5760887	smits_2017	Homo_sapiens	Homo_sapiens	human	358	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.358	non_industrialized_human
nw.hu.HADZA.361.16s	SRR5760885	smits_2017	Homo_sapiens	Homo_sapiens	human	361	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.361	non_industrialized_human
nw.hu.HADZA.362.16s	SRR5760892	smits_2017	Homo_sapiens	Homo_sapiens	human	362	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.362	non_industrialized_human
nw.hu.HADZA.364.16s	SRR5761167	smits_2017	Homo_sapiens	Homo_sapiens	human	364	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.364	non_industrialized_human
nw.hu.HADZA.365.16s	SRR5761166	smits_2017	Homo_sapiens	Homo_sapiens	human	365	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.365	non_industrialized_human
nw.hu.HADZA.366.16s	SRR5761165	smits_2017	Homo_sapiens	Homo_sapiens	human	366	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.366	non_industrialized_human
nw.hu.HADZA.367.16s	SRR5761164	smits_2017	Homo_sapiens	Homo_sapiens	human	367	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.367	non_industrialized_human
nw.hu.HADZA.369.16s	SRR5761170	smits_2017	Homo_sapiens	Homo_sapiens	human	369	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.369	non_industrialized_human
nw.hu.HADZA.370.16s	SRR5761169	smits_2017	Homo_sapiens	Homo_sapiens	human	370	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.370	non_industrialized_human
nw.hu.HADZA.371.16s	SRR5761168	smits_2017	Homo_sapiens	Homo_sapiens	human	371	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.371	non_industrialized_human
nw.hu.HADZA.372.16s	SRR5761159	smits_2017	Homo_sapiens	Homo_sapiens	human	372	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.372	non_industrialized_human
nw.hu.HADZA.374.16s	SRR5761042	smits_2017	Homo_sapiens	Homo_sapiens	human	374	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.374	non_industrialized_human
nw.hu.HADZA.375.16s	SRR5761043	smits_2017	Homo_sapiens	Homo_sapiens	human	375	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.375	non_industrialized_human
nw.hu.HADZA.376.16s	SRR5761044	smits_2017	Homo_sapiens	Homo_sapiens	human	376	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.376	non_industrialized_human
nw.hu.HADZA.377.16s	SRR5761045	smits_2017	Homo_sapiens	Homo_sapiens	human	377	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.377	non_industrialized_human
nw.hu.HADZA.378.16s	SRR5761038	smits_2017	Homo_sapiens	Homo_sapiens	human	378	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.378	non_industrialized_human
nw.hu.HADZA.379.16s	SRR5760959	smits_2017	Homo_sapiens	Homo_sapiens	human	379	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.379	non_industrialized_human
nw.hu.HADZA.381.16s	SRR5761040	smits_2017	Homo_sapiens	Homo_sapiens	human	381	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.381	non_industrialized_human
nw.hu.HADZA.382.16s	SRR5761041	smits_2017	Homo_sapiens	Homo_sapiens	human	382	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.382	non_industrialized_human
nw.hu.HADZA.383.16s	SRR5760956	smits_2017	Homo_sapiens	Homo_sapiens	human	383	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.383	non_industrialized_human
nw.hu.HADZA.384.16s	SRR5760957	smits_2017	Homo_sapiens	Homo_sapiens	human	384	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.384	non_industrialized_human
nw.hu.HADZA.389.16s	SRR5760910	smits_2017	Homo_sapiens	Homo_sapiens	human	389	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.389	non_industrialized_human
nw.hu.HADZA.392.16s	SRR5760863	smits_2017	Homo_sapiens	Homo_sapiens	human	392	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.392	non_industrialized_human
nw.hu.HADZA.394.16s	SRR5761184	smits_2017	Homo_sapiens	Homo_sapiens	human	394	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.394	non_industrialized_human
nw.hu.HADZA.396.16s	SRR5761050	smits_2017	Homo_sapiens	Homo_sapiens	human	396	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.396	non_industrialized_human
nw.hu.HADZA.423.16s	SRR5760961	smits_2017	Homo_sapiens	Homo_sapiens	human	423	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.423	non_industrialized_human
nw.hu.HADZA.435.16s	SRR5761123	smits_2017	Homo_sapiens	Homo_sapiens	human	435	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.435	non_industrialized_human
nw.hu.HADZA.436.16s	SRR5760870	smits_2017	Homo_sapiens	Homo_sapiens	human	436	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.436	non_industrialized_human
nw.hu.HADZA.438.16s	SRR5760907	smits_2017	Homo_sapiens	Homo_sapiens	human	438	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.438	non_industrialized_human
nw.hu.HADZA.596.16s	SRR5761137	smits_2017	Homo_sapiens	Homo_sapiens	human	596	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.596	non_industrialized_human
nw.hu.HADZA.597.16s	SRR5761136	smits_2017	Homo_sapiens	Homo_sapiens	human	597	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.597	non_industrialized_human
nw.hu.HADZA.598.16s	SRR5761139	smits_2017	Homo_sapiens	Homo_sapiens	human	598	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.598	non_industrialized_human
nw.hu.HADZA.599.16s	SRR5761138	smits_2017	Homo_sapiens	Homo_sapiens	human	599	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.599	non_industrialized_human
nw.hu.HADZA.716.16s	SRR5761141	smits_2017	Homo_sapiens	Homo_sapiens	human	716	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.716	non_industrialized_human
nw.hu.HADZA.717.16s	SRR5761140	smits_2017	Homo_sapiens	Homo_sapiens	human	717	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.717	non_industrialized_human
nw.hu.HADZA.718.16s	SRR5761143	smits_2017	Homo_sapiens	Homo_sapiens	human	718	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.718	non_industrialized_human
nw.hu.HADZA.726.16s	SRR5761142	smits_2017	Homo_sapiens	Homo_sapiens	human	726	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.726	non_industrialized_human
nw.hu.HADZA.727.16s	SRR5761145	smits_2017	Homo_sapiens	Homo_sapiens	human	727	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.727	non_industrialized_human
nw.hu.HADZA.728.16s	SRR5761144	smits_2017	Homo_sapiens	Homo_sapiens	human	728	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.728	non_industrialized_human
nw.hu.HADZA.732.16s	SRR5761012	smits_2017	Homo_sapiens	Homo_sapiens	human	732	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.732	non_industrialized_human
nw.hu.HADZA.733.16s	SRR5761013	smits_2017	Homo_sapiens	Homo_sapiens	human	733	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.733	non_industrialized_human
nw.hu.HADZA.750.16s	SRR5761010	smits_2017	Homo_sapiens	Homo_sapiens	human	750	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.750	non_industrialized_human
nw.hu.HADZA.751.16s	SRR5761011	smits_2017	Homo_sapiens	Homo_sapiens	human	751	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.751	non_industrialized_human
nw.hu.HADZA.752.16s	SRR5761016	smits_2017	Homo_sapiens	Homo_sapiens	human	752	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.752	non_industrialized_human
nw.hu.HADZA.754.16s	SRR5761017	smits_2017	Homo_sapiens	Homo_sapiens	human	754	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.754	non_industrialized_human
nw.hu.HADZA.755.16s	SRR5761014	smits_2017	Homo_sapiens	Homo_sapiens	human	755	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.755	non_industrialized_human
nw.hu.HADZA.756.16s	SRR5761015	smits_2017	Homo_sapiens	Homo_sapiens	human	756	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.756	non_industrialized_human
nw.hu.HADZA.758.16s	SRR5761018	smits_2017	Homo_sapiens	Homo_sapiens	human	758	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.758	non_industrialized_human
nw.hu.HADZA.770.16s	SRR5761019	smits_2017	Homo_sapiens	Homo_sapiens	human	770	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.770	non_industrialized_human
nw.hu.HADZA.771.16s	SRR5761022	smits_2017	Homo_sapiens	Homo_sapiens	human	771	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.771	non_industrialized_human
nw.hu.HADZA.773.16s	SRR5761023	smits_2017	Homo_sapiens	Homo_sapiens	human	773	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.773	non_industrialized_human
nw.hu.HADZA.775.16s	SRR5761020	smits_2017	Homo_sapiens	Homo_sapiens	human	775	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.775	non_industrialized_human
nw.hu.HADZA.777.16s	SRR5761021	smits_2017	Homo_sapiens	Homo_sapiens	human	777	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.777	non_industrialized_human
nw.hu.HADZA.778.16s	SRR5761026	smits_2017	Homo_sapiens	Homo_sapiens	human	778	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.778	non_industrialized_human
nw.hu.HADZA.779.16s	SRR5761027	smits_2017	Homo_sapiens	Homo_sapiens	human	779	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.779	non_industrialized_human
nw.hu.HADZA.780.16s	SRR5761024	smits_2017	Homo_sapiens	Homo_sapiens	human	780	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.780	non_industrialized_human
nw.hu.HADZA.781.16s	SRR5761025	smits_2017	Homo_sapiens	Homo_sapiens	human	781	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.781	non_industrialized_human
nw.hu.HADZA.782.16s	SRR5761028	smits_2017	Homo_sapiens	Homo_sapiens	human	782	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.782	non_industrialized_human
nw.hu.HADZA.783.16s	SRR5761029	smits_2017	Homo_sapiens	Homo_sapiens	human	783	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.783	non_industrialized_human
nw.hu.HADZA.784.16s	SRR5761147	smits_2017	Homo_sapiens	Homo_sapiens	human	784	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.784	non_industrialized_human
nw.hu.HADZA.785.16s	SRR5761146	smits_2017	Homo_sapiens	Homo_sapiens	human	785	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.785	non_industrialized_human
nw.hu.HADZA.786.16s	SRR5761149	smits_2017	Homo_sapiens	Homo_sapiens	human	786	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.786	non_industrialized_human
nw.hu.HADZA.787.16s	SRR5761148	smits_2017	Homo_sapiens	Homo_sapiens	human	787	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.787	non_industrialized_human
nw.hu.HADZA.791.16s	SRR5761151	smits_2017	Homo_sapiens	Homo_sapiens	human	791	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.791	non_industrialized_human
nw.hu.HADZA.793.16s	SRR5761150	smits_2017	Homo_sapiens	Homo_sapiens	human	793	HADZA	HADZA	TZ	Tanzania	non_industrialized_human	non_industrialized_human	16s	nw.hu.HADZA.793	non_industrialized_human
